Country,Country Name,Chapter,Chapter Details,Section,Variable Name,Definition,Value Code,Value Name,Year,Comments,Variable Id,Variable Sort,Source urls,n_sources,redteam_priority,redteam_flags,redteam_note,revised_value_code,revised_source_urls,revision_notes
NGA,Nigeria,Digital Id,"The architecture, governance, functionality and uptake of government digital identity systems and credentials. 30 variables in 5 sections. Contains latest available data. Data collection by Perplexity from a variety of sources.",Governance,Legal Proof Status,Whether the digital ID credential serves as legal proof of an individual's identity as codified in law,2, Yes,2017,"The NIN serves as legal proof of identity in Nigeria. The NIMC Act 2007 and the Mandatory Use of the NIN Regulations (2017) make it the foundational legal identity document for a broad range of transactions including passport applications, bank account opening, voter registration, court filings, and property transactions. The NIN card/slip is accepted as the primary legal identifier by government agencies, courts, banks, and the Corporate Affairs Commission.",id-governance-legalproof,20,https://infusionlawyers.com/2023/03/20/regulatory-update-mandatory-use-of-national-identification-number-nin-for-applications-to-the-cac-in-nigeria/;https://nimc.gov.ng;https://www.ecoi.net/en/document/2134061.html,3,OK,,,,,
NGA,Nigeria,Digital Id,"The architecture, governance, functionality and uptake of government digital identity systems and credentials. 30 variables in 5 sections. Contains latest available data. Data collection by Perplexity from a variety of sources.",Governance,Legal Framework,"Whether formal legislation (act, law, regulation) governs digital identity including identification acts, digital ID laws, or equivalent legislation",2, Yes,2023,Nigeria has a comprehensive legal framework for digital ID. The NIMC Act No. 23 of 2007 established the National Identity Management Commission and mandated universal NIN enrollment. The Mandatory Use of the National Identification Number Regulations (2017) extended NIN use to 26+ categories of transactions. The Nigeria Data Protection Act (NDPA) 2023 provides data protection law. Amendments to the NIMC Act are under review in the National Assembly to further strengthen the framework.,id-governance-legframework,16,https://nimc.gov.ng/e-id-card;https://infusionlawyers.com/2023/03/20/regulatory-update-mandatory-use-of-national-identification-number-nin-for-applications-to-the-cac-in-nigeria/;https://www.biometricupdate.com/202407/nigeria-undertakes-reforms-to-strengthen-national-digital-id-legal-framework,3,OK,,,,,
NGA,Nigeria,Digital Id,"The architecture, governance, functionality and uptake of government digital identity systems and credentials. 30 variables in 5 sections. Contains latest available data. Data collection by Perplexity from a variety of sources.",Ownership,Maintenance,"Whether the system and the production of credentials can be managed, maintained and developed by in-country technical staff (as opposed to foreign vendors)",2,Partial in-country capacity,2024,"Maintenance is a mix of in-country and foreign. NIMC is a Nigerian government agency managing the NIDB, but the system was initially built under a PPP with foreign vendors (Sagem/Morpho), and the World Bank-funded upgrade involves international technology partners. The $83 million NIMS modernisation involves international procurement. NIMC has local staff (2,327 promoted 2023-2024) and domestic front-end partners (FEPs), but core infrastructure has significant foreign vendor involvement. Korea (KOICA) donated 350 biometric devices in 2025.",id-ownership-maintenance,14,https://guardian.ng/opinion/how-nimc-is-building-nigerias-digital-infrastructure/;https://idtechwire.com/world-bank-expands-nigerias-digital-id-target-to-180-million-extends-project-to-2026/;https://www.biometricupdate.com/202602/nigeria-launches-nationwide-drive-to-boost-digital-id-coverage-improve-inclusion,3,OK,,,,,
NGA,Nigeria,Digital Id,"The architecture, governance, functionality and uptake of government digital identity systems and credentials. 30 variables in 5 sections. Contains latest available data. Data collection by Perplexity from a variety of sources.",Ownership,Ministry of Finance Oversight,Whether the Ministry of Finance has oversight of the financing and development of the digital ID system,2, Partial oversight,2024,"Partial Ministry of Finance oversight. NIMC is under the Federal Ministry of Communications, Innovation and Digital Economy (not Finance). However, the $430 million World Bank/AFD/EIB-funded ID4D project is managed under Federal Government financial oversight with the Secretary to the Government of the Federation chairing the Project Ecosystem Steering Committee. The 2026 budget allocates funds to NIMC through government appropriations. Direct Ministry of Finance oversight of the identity system per se is partial.",id-ownership-oversight,24,https://idtechwire.com/world-bank-expands-nigerias-digital-id-target-to-180-million-extends-project-to-2026/;https://idtechwire.com/nigeria-makes-national-id-number-mandatory-for-access-to-social-services/;https://www.linkedin.com/posts/businessday-media-ltd_n24bn-is-going-into-government-software-in-activity-7417523153070931968-nAC-,3,OK,,,,,
NGA,Nigeria,Digital Id,"The architecture, governance, functionality and uptake of government digital identity systems and credentials. 30 variables in 5 sections. Contains latest available data. Data collection by Perplexity from a variety of sources.",Ownership,Sustainability,"Whether the ongoing management, maintenance and development of the ID system can be funded by sustainable domestic resources",2, Mixed domestic/external,2024,"Financing is mixed - primarily external for the major infrastructure build but with growing domestic contributions. The ID4D project budget of $430 million is entirely from external sources: $115 million IDA (World Bank), $100 million AFD (France), $215 million EIB. As of November 2024, 53% of the $430 million had been disbursed. Domestic funding from Nigeria's annual budget covers NIMC operational costs, but the major digital ID infrastructure investment is externally financed. The revised World Bank project extends to December 2026.",id-ownership-sustainability,26,https://idtechwire.com/world-bank-expands-nigerias-digital-id-target-to-180-million-extends-project-to-2026/;https://financeincommon.org/nigeria-digital-id4d-world-bank;https://documents1.worldbank.org/curated/en/099122424123515222/pdf/P16718317da88003f1bc3c17667ef8f9f33.pdf,3,OK,,,,,
NGA,Nigeria,Digital Id,"The architecture, governance, functionality and uptake of government digital identity systems and credentials. 30 variables in 5 sections. Contains latest available data. Data collection by Perplexity from a variety of sources.",System,Biometric Data Collection,"Whether the system collects biometric data and which modalities are collected (fingerprints, facial image, iris scans)",3, Facial/Iris,2024,"NIMC captures full biometrics during NIN enrollment: ten fingerprints (using Automated Fingerprint Identification System, AFIS), a head-to-shoulder facial image (photo), and a digital signature. The NINAuth app also uses facial biometric verification. Iris capture is not part of the standard NIN enrollment process. The General Multipurpose Card (GMPC) includes a biometric core anchored on fingerprint and facial data.",id-system-biocollect,7,https://nimc.gov.ng;https://www.ecoi.net/en/document/2134061.html;https://www.biometricupdate.com/202505/nigeria-unveils-platform-to-streamline-national-id-authentication-verification,3,OK,,,,,
NGA,Nigeria,Digital Id,"The architecture, governance, functionality and uptake of government digital identity systems and credentials. 30 variables in 5 sections. Contains latest available data. Data collection by Perplexity from a variety of sources.",System,Electronic Database,Whether identity records are stored in electronic/digital format versus paper-based records,3, Digital,2024,"NIMC maintains the National Identity Database (NIDB) as a fully digital, centralised electronic database. All NIN enrollment data (biometric and demographic) is stored digitally. The system has been upgraded under the World Bank ID4D project including an $83 million modernisation of the National Identity Management System (NIMS), with Automated Biometric Identification System (ABIS) capacity upgraded to store 250 million NINs. The database meets ISO 27001:2013 information security management standard.",id-system-dbelectronic,11,https://nimc.gov.ng;https://idtechwire.com/world-bank-expands-nigerias-digital-id-target-to-180-million-extends-project-to-2026/;https://www.nigeriacommunicationsweek.com.ng/nin-world-bank-disburses-4-5m-for-nigerias-id4d-project/,3,OK,,,,,
NGA,Nigeria,Digital Id,"The architecture, governance, functionality and uptake of government digital identity systems and credentials. 30 variables in 5 sections. Contains latest available data. Data collection by Perplexity from a variety of sources.",System,Digital ID System Exists,"Whether the country has established or is actively developing a national digital identity system, including foundational ID systems that enable authentication across multiple services. Fully deployed means operational nationwide and accepting new registrations.",5,Fully deployed nationwide,2025,"Nigeria has a fully deployed nationwide digital ID system. The National Identity Management Commission (NIMC), established by NIMC Act No. 23 of 2007, operates the National Identity Database (NIDB) and issues the National Identification Number (NIN). As of late 2025, over 127 million NINs had been issued nationwide, covering all 36 states and the FCT. The General Multipurpose Card (GMPC) was launched in 2024 as the national e-ID credential.",id-system-didexists,1,https://nimc.gov.ng;https://www.biometricupdate.com/202602/nigeria-launches-nationwide-drive-to-boost-digital-id-coverage-improve-inclusion;https://nairametrics.com/2025/12/18/nin-enrollments-hit-123-9-million-in-october-nimc/,3,OK,,,,,
NGA,Nigeria,Digital Id,"The architecture, governance, functionality and uptake of government digital identity systems and credentials. 30 variables in 5 sections. Contains latest available data. Data collection by Perplexity from a variety of sources.",System,System Interoperability,Whether the digital ID system is designed to be interoperable across government agencies and with other systems through APIs or data exchange protocols,2, Yes,2025,"The NIMC National Identity Database (NIDB) is designed as an interoperable platform. NIMC has integrated with NIBSS (BVN), NCC (SIM registration), FRSC (driver's license), NPC (civil registration), INEC (voter register), NHIA, FIRS (tax), Immigration Service, and others. The NINAuth app provides a 'secure, scalable, and interoperable interface for identity verification through API integration.' The World Bank-funded ID4D project includes development of an open-source interoperable National Identity Management System (NIMS).",id-system-sysinterop,9,https://www.biometricupdate.com/202505/nigeria-unveils-platform-to-streamline-national-id-authentication-verification;https://guardian.ng/opinion/how-nimc-is-building-nigerias-digital-infrastructure/;https://idtechwire.com/world-bank-expands-nigerias-digital-id-target-to-180-million-extends-project-to-2026/,3,OK,,,,,
NGA,Nigeria,Digital Id,"The architecture, governance, functionality and uptake of government digital identity systems and credentials. 30 variables in 5 sections. Contains latest available data. Data collection by Perplexity from a variety of sources.",Uptake,Banking/Financial Services Use,Whether credential is accepted or mandatory for opening bank accounts and accessing financial services,3, Mandatory,2024,"NIN use is mandatory for banking/financial services. The CBN mandated that all bank accounts be linked to NIN and BVN. The NIMC Act Mandatory Use Regulations (2017) require NIN for operating bank accounts, cashing financial instruments, foreign currency purchase, loan documentation, insurance purchase, and tax ID. Banks that fail to comply with NIN linkage requirements face CBN sanctions. Accounts not linked to NIN/BVN faced freezing from April 2024.",id-uptake-bankuse,46,https://insights.techcabal.com/understanding-nigerias-digital-identity-landscape/;https://infusionlawyers.com/2023/03/20/regulatory-update-mandatory-use-of-national-identification-number-nin-for-applications-to-the-cac-in-nigeria/;https://explore.st-aug.edu/exp/nigeria-nin-the-mandatory-foundation-of-a-digital-nation,3,OK,,,,,
NGA,Nigeria,Digital Id,"The architecture, governance, functionality and uptake of government digital identity systems and credentials. 30 variables in 5 sections. Contains latest available data. Data collection by Perplexity from a variety of sources.",Uptake,Cost of Credential,Whether credentials are issued free of charge,1, No,2026,"NIN enrollment and issuance is free of charge for all citizens and legal residents at official NIMC centers. NIMC has repeatedly stated enrollment is 'conducted free of charge.' The ward-level enrollment campaign launched February 2026 reaffirmed the free nature of enrollment. While data modification via the self-service portal carries a fee (e.g., name change for NGN 1,522), the basic NIN credential itself has no cost. The e-ID card/GMPC may carry production fees but the NIN itself is free.",id-uptake-cost,31,https://www.biometricupdate.com/202602/nigeria-launches-nationwide-drive-to-boost-digital-id-coverage-improve-inclusion;https://thejournalnigeria.com/no-nin-no-2026-ssce-for-students-warns-nimc/;https://explore.st-aug.edu/exp/nigeria-nin-the-mandatory-foundation-of-a-digital-nation,3,OK,,,,,
NGA,Nigeria,Digital Id,"The architecture, governance, functionality and uptake of government digital identity systems and credentials. 30 variables in 5 sections. Contains latest available data. Data collection by Perplexity from a variety of sources.",Uptake,Cross-Border Recognition,Whether the digital ID is recognized or interoperable across borders through regional agreements or travel documents,2," Recognized in some regional contexts (e.g., ECOWAS travel)",2025,"Some regional cross-border recognition exists. Nigeria launched the ECOWAS National Biometric Identity Card (ENBIC) on 28 November 2025, becoming the 7th ECOWAS country to adopt it. The ENBIC allows travel within the 15 ECOWAS member states without a passport, aligned with ICAO Document 9303 and ECOWAS biometric standards. The card is linked to the NIN. However, the NIN itself is not formally interoperable beyond ECOWAS, and the ENBIC rollout is new and limited in uptake.",id-uptake-crossborder,50,https://platform.keesingtechnologies.com/nigeria-rolls-out-ecowas-national-biometric-id-card/;https://thewhistler.ng/nigeria-unveils-ecowas-id-card-to-boost-regional-travel-security/;https://von.gov.ng/nigerian-govt-unveils-ecowas-biometric-identity-card/,3,OK,,,,,
NGA,Nigeria,Digital Id,"The architecture, governance, functionality and uptake of government digital identity systems and credentials. 30 variables in 5 sections. Contains latest available data. Data collection by Perplexity from a variety of sources.",Uptake,Enrollment Eligibility Age,Age in years at which an individual becomes eligible to register for digital ID,5,<1,2007,"NIN enrollment is open from birth (age 0) for all citizens and legal residents. The NIMC website states: 'All citizens and legal residents in Nigeria, from age zero (birth) and above are eligible to enrol for their NINs.' Minors must be accompanied by a parent/guardian who provides their own NIN. Children under 16 receive NIN but not the physical e-ID card until age 16. Newborns can be enrolled for NIN as part of birth registration integration efforts.",id-uptake-enrolleligible,28,https://nimc.gov.ng;https://www.ecoi.net/en/document/2134061.html;https://thejournalnigeria.com/no-nin-no-2026-ssce-for-students-warns-nimc/,3,OK,,,,,
NGA,Nigeria,Digital Id,"The architecture, governance, functionality and uptake of government digital identity systems and credentials. 30 variables in 5 sections. Contains latest available data. Data collection by Perplexity from a variety of sources.",Uptake,Enrollment Mandatory Status,"Whether registration for digital ID is mandatory, optional, or mandatory for specific groups",3, Mandatory for all,2017,"Enrollment is mandatory for all citizens and legal residents. The NIMC Act 2007 Section 30(1)(a) makes failure to register a criminal offence (fine or imprisonment). The Mandatory Use of NIN Regulations (2017) extended mandatory NIN use to 26+ categories of transactions. NIN is now required for SIM registration (mandatory since 2020/2022), passport, bank accounts, JAMB/WAEC exams, social services, and more. The new NIMC Bill under review proposes decriminalising non-registration but maintaining mandatory use.",id-uptake-enrollmandatory,29,https://nimc.gov.ng/e-id-card;https://infusionlawyers.com/2023/03/20/regulatory-update-mandatory-use-of-national-identification-number-nin-for-applications-to-the-cac-in-nigeria/;https://explore.st-aug.edu/exp/nigeria-nin-the-mandatory-foundation-of-a-digital-nation,3,OK,,,,,
NGA,Nigeria,Digital Id,"The architecture, governance, functionality and uptake of government digital identity systems and credentials. 30 variables in 5 sections. Contains latest available data. Data collection by Perplexity from a variety of sources.",Uptake,Healthcare Access Use,Whether credential is accepted or mandatory for accessing public healthcare services,2, Accepted but not mandatory,2020,"NIN is accepted for healthcare but not universally mandatory. NIN is required for registration with the National Health Insurance Authority (NHIA, formerly NHIS) and for accessing its schemes. The digital ID design research map confirms that 'individuals are required to state their NIN during transactions related to health insurance schemes and use of health or medical services.' The 2017 Mandatory Use Regulations list licensing for and use of health or medical services as a NIN use case. However, emergency healthcare access without NIN is not universally blocked.",id-uptake-healthuse,49,https://digitalid.design/research-maps/nigeria.html;https://infusionlawyers.com/2023/03/20/regulatory-update-mandatory-use-of-national-identification-number-nin-for-applications-to-the-cac-in-nigeria/;https://id4africa.com/2024/ps1/PS1-3-Nigeria-Final.pdf,3,OK,,,,,
NGA,Nigeria,Digital Id,"The architecture, governance, functionality and uptake of government digital identity systems and credentials. 30 variables in 5 sections. Contains latest available data. Data collection by Perplexity from a variety of sources.",Uptake,Non-National Eligibility,"Whether non-nationals including refugees, asylum seekers, and permanent residents are eligible to register",2, Some,2007,"Some non-nationals are eligible for NIN enrollment. Legal residents (holding valid residency permits/Green Cards) can enroll and are required to do so under the NIMC Act. The NIMC Act covers 'legal residents' alongside citizens. However, short-term visitors (tourists/visa holders less than 2 years) are typically not enrolled in the NIN system - the NCC SIM policy provides alternative ID pathways for foreign SIM users. Refugees with NCFR documentation are also eligible to enroll.",id-uptake-nonnateligible,30,https://www.ecoi.net/en/document/2134061.html;https://www.ncc.gov.ng/sites/default/files/2024-11/Documents/Legal-Revised_National_Identity%20Policy_SIM_Registration.pdf;https://nimc.gov.ng,3,OK,,,,,
NGA,Nigeria,Digital Id,"The architecture, governance, functionality and uptake of government digital identity systems and credentials. 30 variables in 5 sections. Contains latest available data. Data collection by Perplexity from a variety of sources.",Uptake,Population Coverage,Percentage of eligible population that has been issued or registered with digital ID credentials,3,50-69%,2025,"As of October 2025, 123.9 million NINs had been issued (by end 2025 approx. 127 million). Nigeria's estimated population is 220+ million, placing NIN coverage at approximately 55-58% of the total population. This places Nigeria in the 50-69% coverage band. The World Bank revised target for the ID4D project is 180 million (approx. 82% of population) by December 2026, which has not yet been achieved.",id-uptake-popcoverage,27,https://nairametrics.com/2025/12/18/nin-enrollments-hit-123-9-million-in-october-nimc/;https://www.biometricupdate.com/202602/nigeria-launches-nationwide-drive-to-boost-digital-id-coverage-improve-inclusion;https://www.ainvest.com/news/nimc-adds-7-million-enrollments-2025-2507/,3,OK,,,,,
NGA,Nigeria,Digital Id,"The architecture, governance, functionality and uptake of government digital identity systems and credentials. 30 variables in 5 sections. Contains latest available data. Data collection by Perplexity from a variety of sources.",Uptake,Security Reviews,"Whether ID system undergoes regular security audits, penetration testing, or vulnerability assessments",2, Yes,2024,"Security reviews have been conducted. NIMC has stated its infrastructure meets ISO 27001:2013 information security management system standard with 'annual recertification and strict compliance with the Nigerian Data Protection Law.' The World Bank ID4D project included cybersecurity components and the $83 million NIMS modernisation included security upgrades. NIMC engaged security agencies to vet licensed verification agents and front-end partners. However, data breach incidents reported in 2024 (unauthorised websites selling NIN data) indicate security review processes are ongoing.",id-uptake-securityreview,55,https://www.nigeriacommunicationsweek.com.ng/nin-world-bank-disburses-4-5m-for-nigerias-id4d-project/;https://guardian.ng/opinion/how-nimc-is-building-nigerias-digital-infrastructure/;https://idtechwire.com/world-bank-expands-nigerias-digital-id-target-to-180-million-extends-project-to-2026/,3,OK,,,,,
NGA,Nigeria,Digital Id,"The architecture, governance, functionality and uptake of government digital identity systems and credentials. 30 variables in 5 sections. Contains latest available data. Data collection by Perplexity from a variety of sources.",Uptake,SIM Card Registration Use,Whether credential is accepted or mandatory for SIM card activation and mobile service registration,3, Mandatory,2022,"NIN-SIM linkage is mandatory. The NCC directed all subscribers to link their SIM cards to their NIN from late 2020, with mandatory enforcement. Millions of non-compliant SIM cards were deactivated. As of May 2025, NIN-SIM linkage reached 172.67 million. The NCC Revised National Identity Policy for SIM Card Registration makes NIN the mandatory foundational reference database for all new SIM acquisitions and existing SIM card validation.",id-uptake-simreguse,47,https://www.ncc.gov.ng/sites/default/files/2024-11/Documents/Legal-Revised_National_Identity%20Policy_SIM_Registration.pdf;https://thesun.ng/nin-enrolments-hit-over-122-million/;https://explore.st-aug.edu/exp/nigeria-nin-the-mandatory-foundation-of-a-digital-nation,3,OK,,,,,
NGA,Nigeria,Digital Id,"The architecture, governance, functionality and uptake of government digital identity systems and credentials. 30 variables in 5 sections. Contains latest available data. Data collection by Perplexity from a variety of sources.",Uptake,Social Services Use,Whether credential is accepted or mandatory for registering for social assistance programs and accessing social services,3, Mandatory,2025,"NIN is now mandatory for social services access. In February 2025, the Secretary to the Government of the Federation announced that NIN is mandatory for all social services and government palliatives. NIMC collaboration with NASSCO (National Social Safety Net Coordinating Office) uses NIN to streamline G2P payments to 15 million vulnerable households. Over 3 million farmers and 800,000 students have benefited from NIN-linked services. NIN is required for pension, JAMB, WAEC, and education scholarships.",id-uptake-socialservicesuse,48,https://idtechwire.com/nigeria-makes-national-id-number-mandatory-for-access-to-social-services/;https://guardian.ng/news/fg-mandates-use-of-nin-for-social-services-interventions/;https://thesun.ng/nin-enrolments-hit-over-122-million/,3,OK,,,,,
