Section,Variable Name,Variable Id,Definition,Format,Other Metadata,Data Collection Guidelines
Governance,Data Sharing Consent Framework,exchange-gov-consent,What mechanisms exist for individual consent and control over personal data sharing between government entities,"Text (400 characters max); ""NA"" if unknown or not applicable",Note if consent mechanism integrated into Digital ID or data exchange platform. Describe opt-out mechanisms,"Search data protection regulations, privacy frameworks, digital identity policies, consent management system documentation, data subject rights provisions"
Governance,Accountability Mechanisms,exchange-gov-accountability,"Systems in place for accountability, audit trails, and oversight of data exchange activities","Text (400 characters max); ""NA"" if unknown or not applicable","Include audit log capabilities, oversight bodies, reporting requirements, sanctions for misuse","Review data governance policies, audit frameworks, oversight body mandates (e.g., Information Regulator, Auditor General), transparency and accountability legislation"
Governance,Cross-Border Data Provisions,exchange-gov-crossborder,"Policy framework governing cross-border data exchange with regional bodies (e.g., AU, ECOWAS, SADC) or bilateral agreements","Text (400 characters max); ""NA"" if unknown or not applicable","Note regional data exchange initiatives, mutual recognition agreements, data localization requirements","Search regional integration frameworks, bilateral ICT cooperation agreements, AU Digital Transformation Strategy alignment, regional harmonization initiatives"
Governance,Monitoring & Evaluation Framework,exchange-gov-evaluation,"Details of any formal M&E frameworks that exist to track performance, impact, and progress of data exchange implementation","Text (400 characters max); ""NA"" if unknown or not applicable","Note frequency of evaluations, key performance indicators tracked, responsible entity for M&E","Review digital transformation monitoring frameworks, government performance management systems, roadmap M&E sections, annual progress reports"
Inclusivity,Multi-Language Support,exchange-incl-language,List of official/local languages supported in user-facing services utilizing data exchange,"Text (400 characters max); ""NA"" if unknown or not applicable",List languages supported. Note translation quality and cultural appropriateness,"Review language policy implementation, government portal language options, citizen service multilingual capabilities"
Inclusivity,Offline/Intermittent Connectivity Solutions,exchange-incl-offline,Technical solutions for data exchange in areas with no or intermittent internet connectivity,"Text (400 characters max); ""NA"" if unknown or not applicable","Include offline-first design, sync mechanisms, SMS/USSD fallbacks, mobile data collection tools","Search connectivity constraint mitigation strategies, offline application documentation, field data collection system specifications"
Credibility,International Standards Compliance,exchange-cred-standards,International standards and frameworks the data exchange system complies with or has been certified against,"Text (400 characters max); ""NA"" if unknown or not applicable","List standards: ISO 27001, ISO 20000, TOGAF, COBIT, OpenAPI, HL7, ITU standards. Include certification body and date","Search certification documentation, technical specifications, compliance audits, enterprise architecture frameworks, quality management systems"
Credibility,Cybersecurity Posture,exchange-cred-security,Cybersecurity measures protecting the data exchange infrastructure and data in transit,"Text (400 characters max); ""NA"" if unknown or not applicable","Include encryption (at rest, in transit), access controls, intrusion detection, penetration testing, security operations center","Search National Cybersecurity Strategy implementation, cybersecurity frameworks, security audits, ISO 27001 certification, incident response plans"
Credibility,User Grievance Mechanisms,exchange-cred-grievance,"Mechanisms for government agencies and citizens to report issues, lodge complaints, or seek redress regarding data exchange","Text (400 characters max); ""NA"" if unknown or not applicable","Include helpdesk, ombudsman, escalation procedures, response time SLAs","Review service delivery complaint mechanisms, public protector mandates, digital services helpdesk documentation, service charters"
Credibility,Public Performance Reporting,exchange-cred-publicreporting,"Regular public reporting on data exchange system performance, costs, benefits, and challenges","Text (400 characters max); ""NA"" if unknown or not applicable","Note reporting frequency, metrics disclosed, accessibility of reports","Review government digital transformation dashboards, ministry annual reports, parliamentary reports, Open Government Partnership commitments"
Public Value,Service Delivery Speed,exchange-value-servicespeed,Improvement in average service processing time due to automated data verification,"Text (400 characters max); ""NA"" if unknown or not applicable","Include specific examples: ""Business registration reduced from 14 days to 24 hours."" Note percentage improvement","Review business process re-engineering studies, service delivery standards, turnaround time tracking, citizen charter compliance"
Public Value,Service Coverage Expansion,exchange-value-coverage,Evidence that data exchange enabled expansion of service coverage to previously unreached populations,"Text (400 characters max); ""NA"" if unknown or not applicable","Include newly reached population numbers, remote area coverage, previously excluded groups now served","Search service expansion reports, coverage statistics, beneficiary enrollment data, geographic service mapping, inclusion impact assessments"
Public Value,Economic Growth Impact,exchange-value-economic,"Evidence of economic benefits: business environment improvement, investment attraction, job creation linked to data exchange","Text (400 characters max); ""NA"" if unknown or not applicable","Include Doing Business ranking improvements, business registration increases, SME digitization enabled","Search economic impact assessments, ease of doing business reforms, digital economy strategies, investment promotion agency reports"
Public Value,Innovation Ecosystem,exchange-value-innovation,"Evidence of innovation ecosystem development: GovTech startups, civic tech initiatives, third-party service providers using government data","Text (400 characters max); ""NA"" if unknown or not applicable","Note number of third-party innovators, civic tech apps built on government APIs, GovTech partnerships","Search GovTech accelerator programs, civic tech landscape mapping, innovation challenge results, open API developer communities"
Social Equity,Pro-Poor Targeting,exchange-equity-targeting,Proactive efforts to ensure data exchange benefits the poorest and most vulnerable through improved targeting and service delivery,"Text (400 characters max); ""NA"" if unknown or not applicable","Include progressive universalism approaches, graduation programs linking grants to livelihoods, vulnerability-based auto-enrollment","Search social protection strategies, poverty targeting methodologies, pro-poor growth policies, vulnerability assessments"
Social Equity,Progressive Redistribution,exchange-equity-redistribution,"Evidence that data exchange contributes to progressive redistribution: improved tax compliance, reduced elite capture, better subsidy targeting","Text (400 characters max); ""NA"" if unknown or not applicable","Include tax compliance improvement, means-testing accuracy, elite capture reduction in programs","Search tax-to-GDP ratio trends, subsidy reform evaluations, inequality impact assessments, redistribution policy effectiveness"
Social Equity,Rural Service Prioritization,exchange-equity-ruralservices,Whether rural and remote area service delivery explicitly prioritized in data exchange implementation,"Text (400 characters max); ""NA"" if unknown or not applicable","Note rural-first deployment strategies, agricultural extension integration, rural health facility connectivity","Search rural development strategies, agricultural modernization programs, rural service delivery innovations"
